  0.152722E-02  0.203404E+08  0.203401E+08  0.164859E+06  0.165015E+06  0.000000E+00  0.203404E+08
  0.168784E-02  0.202685E+08  0.202681E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.202684E+08
  0.186535E-02  0.201864E+08  0.201860E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.201864E+08
  0.206153E-02  0.200932E+08  0.200927E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.200932E+08
  0.227835E-02  0.199877E+08  0.199870E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.199876E+08
  0.251796E-02  0.198684E+08  0.198677E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.198683E+08
  0.278278E-02  0.197342E+08  0.197333E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.197341E+08
  0.307545E-02  0.195837E+08  0.195825E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.195835E+08
  0.339890E-02  0.194152E+08  0.194139E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.194150E+08
  0.375636E-02  0.192275E+08  0.192259E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.192273E+08
  0.415142E-02  0.190190E+08  0.190170E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.190187E+08
  0.458803E-02  0.187881E+08  0.187857E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.187877E+08
  0.507055E-02  0.185334E+08  0.185304E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.185329E+08
  0.560383E-02  0.182532E+08  0.182496E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.182526E+08
  0.619319E-02  0.179460E+08  0.179417E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.179453E+08
  0.684453E-02  0.176103E+08  0.176051E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.176095E+08
  0.756438E-02  0.172446E+08  0.172384E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.172436E+08
  0.835993E-02  0.168474E+08  0.168398E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.168461E+08
  0.923916E-02  0.164171E+08  0.164081E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.164156E+08
  0.102108E-01  0.159523E+08  0.159415E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.159505E+08
  0.112847E-01  0.154515E+08  0.154387E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.154494E+08
  0.124716E-01  0.149135E+08  0.148984E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.149111E+08
  0.137832E-01  0.143372E+08  0.143194E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.143343E+08
  0.152328E-01  0.137220E+08  0.137010E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.137185E+08
  0.168348E-01  0.130677E+08  0.130433E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.130637E+08
  0.186054E-01  0.124072E+08  0.123791E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.124026E+08
  0.205621E-01  0.116866E+08  0.116545E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.116814E+08
  0.227246E-01  0.109112E+08  0.108751E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.109053E+08
  0.251146E-01  0.101330E+08  0.100929E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.101264E+08
  0.277560E-01  0.935040E+07  0.930691E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.934329E+07
  0.306751E-01  0.856002E+07  0.851394E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.855249E+07
  0.339012E-01  0.778707E+07  0.773971E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.777933E+07
  0.374666E-01  0.709767E+07  0.705079E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.709001E+07
  0.414070E-01  0.642423E+07  0.637998E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.641700E+07
  0.457618E-01  0.580454E+07  0.576516E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.579811E+07
  0.505746E-01  0.529443E+07  0.526174E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.528909E+07
  0.558936E-01  0.487192E+07  0.484677E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.486782E+07
  0.617720E-01  0.448721E+07  0.446894E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.448422E+07
  0.682686E-01  0.410183E+07  0.408812E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.409959E+07
  0.754485E-01  0.370489E+07  0.369236E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.370284E+07
  0.833835E-01  0.326894E+07  0.325473E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.326662E+07
  0.921530E-01  0.282910E+07  0.281266E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.282641E+07
  0.101845E+00  0.246042E+07  0.244414E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.245776E+07
  0.112556E+00  0.219700E+07  0.218431E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.219492E+07
  0.124393E+00  0.200154E+07  0.199330E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.200019E+07
  0.137476E+00  0.178383E+07  0.177710E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.178274E+07
  0.151935E+00  0.152513E+07  0.151709E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.152381E+07
  0.167914E+00  0.131001E+07  0.130215E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.130872E+07
  0.185573E+00  0.117446E+07  0.116911E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.117359E+07
  0.205090E+00  0.103103E+07  0.102650E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.103029E+07
  0.226660E+00  0.874948E+06  0.870089E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.874155E+06
  0.250498E+00  0.770799E+06  0.767178E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.770208E+06
  0.276843E+00  0.666376E+06  0.663114E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.665843E+06
  0.305959E+00  0.573111E+06  0.570226E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.572639E+06
  0.338137E+00  0.496893E+06  0.494487E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.496500E+06
  0.373699E+00  0.426566E+06  0.424457E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.426221E+06
  0.413001E+00  0.366847E+06  0.365032E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.366551E+06
  0.456437E+00  0.315184E+06  0.313647E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.314933E+06
  0.504441E+00  0.269829E+06  0.268501E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.269612E+06
  0.557493E+00  0.230885E+06  0.229748E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.230699E+06
  0.616125E+00  0.197313E+06  0.196344E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.197155E+06
  0.680924E+00  0.168381E+06  0.167554E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.168246E+06
  0.752537E+00  0.143508E+06  0.142804E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.143393E+06
  0.831682E+00  0.122161E+06  0.121561E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.122063E+06
  0.919150E+00  0.103869E+06  0.103359E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.103785E+06
  0.101582E+01  0.882206E+05  0.877876E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.881499E+05
  0.112265E+01  0.748515E+05  0.744842E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.747915E+05
  0.124072E+01  0.634447E+05  0.631334E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.633939E+05
  0.137121E+01  0.537249E+05  0.534613E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.536819E+05
  0.151542E+01  0.454537E+05  0.452307E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.454172E+05
  0.167480E+01  0.384214E+05  0.382329E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.383906E+05
  0.185094E+01  0.324504E+05  0.322913E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.324244E+05
  0.204561E+01  0.273859E+05  0.272516E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.273640E+05
  0.226075E+01  0.230938E+05  0.229805E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.230753E+05
  0.249851E+01  0.194603E+05  0.193649E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.194447E+05
  0.276128E+01  0.163871E+05  0.163067E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.163739E+05
  0.305169E+01  0.137898E+05  0.137221E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.137787E+05
  0.337264E+01  0.115967E+05  0.115398E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.115875E+05
