1.049063E-05 5.155742E+01 1.000000E+00 1.000000E+00
2.345356E-05 1.116136E+02 9.999944E-01 9.999944E-01
3.646258E-05 1.704833E+02 9.999847E-01 9.999847E-01
4.955315E-05 2.288573E+02 9.999707E-01 9.999707E-01
6.276131E-05 2.871208E+02 9.999523E-01 9.999523E-01
7.612403E-05 3.455582E+02 9.999293E-01 9.999293E-01
8.967951E-05 4.044097E+02 9.999014E-01 9.999014E-01
1.034676E-04 4.638949E+02 9.998685E-01 9.998685E-01
1.175300E-04 5.242242E+02 9.998301E-01 9.998301E-01
1.319111E-04 5.856062E+02 9.997859E-01 9.997859E-01
1.466576E-04 6.482525E+02 9.997354E-01 9.997354E-01
1.618199E-04 7.123813E+02 9.996780E-01 9.996780E-01
1.774518E-04 7.782209E+02 9.996131E-01 9.996131E-01
1.936117E-04 8.460120E+02 9.995400E-01 9.995400E-01
2.103627E-04 9.160109E+02 9.994579E-01 9.994579E-01
2.277733E-04 9.884921E+02 9.993656E-01 9.993656E-01
2.459183E-04 1.063751E+03 9.992621E-01 9.992621E-01
2.648794E-04 1.142105E+03 9.991461E-01 9.991461E-01
2.847458E-04 1.223899E+03 9.990160E-01 9.990160E-01
3.056154E-04 1.309508E+03 9.988702E-01 9.988702E-01
3.275949E-04 1.399334E+03 9.987067E-01 9.987067E-01
3.508014E-04 1.493815E+03 9.985232E-01 9.985232E-01
3.753624E-04 1.593425E+03 9.983172E-01 9.983172E-01
4.014169E-04 1.698671E+03 9.980857E-01 9.980857E-01
4.291155E-04 1.810098E+03 9.978255E-01 9.978255E-01
4.586206E-04 1.928287E+03 9.975329E-01 9.975329E-01
4.901060E-04 2.053846E+03 9.972038E-01 9.972038E-01
5.237563E-04 2.187415E+03 9.968336E-01 9.968336E-01
5.597652E-04 2.329646E+03 9.964174E-01 9.964174E-01
5.983330E-04 2.481200E+03 9.959498E-01 9.959498E-01
6.396636E-04 2.642728E+03 9.954251E-01 9.954251E-01
6.839600E-04 2.814851E+03 9.948374E-01 9.948374E-01
7.314187E-04 2.998138E+03 9.941806E-01 9.941806E-01
7.822237E-04 3.193083E+03 9.934485E-01 9.934485E-01
8.365399E-04 3.400073E+03 9.926352E-01 9.926352E-01
8.945055E-04 3.619369E+03 9.917352E-01 9.917352E-01
9.562261E-04 3.851076E+03 9.907432E-01 9.907432E-01
1.021769E-03 4.095133E+03 9.896551E-01 9.896551E-01
1.091160E-03 4.351298E+03 9.884670E-01 9.884670E-01
1.164380E-03 4.619153E+03 9.871765E-01 9.871765E-01
1.241370E-03 4.898110E+03 9.857820E-01 9.857820E-01
1.322028E-03 5.187436E+03 9.842829E-01 9.842829E-01
1.406222E-03 5.486256E+03 9.826781E-01 9.826781E-01
1.493789E-03 5.793623E+03 9.809694E-01 9.809694E-01
1.584545E-03 6.108554E+03 9.791611E-01 9.791611E-01
1.678294E-03 6.430020E+03 9.772567E-01 9.772567E-01
1.774832E-03 6.756995E+03 9.752600E-01 9.752600E-01
1.873955E-03 7.088476E+03 9.731755E-01 9.731755E-01
1.975460E-03 7.423502E+03 9.710079E-01 9.710079E-01
2.079154E-03 7.761169E+03 9.687622E-01 9.687622E-01
2.184851E-03 8.100638E+03 9.664431E-01 9.664431E-01
2.292378E-03 8.441135E+03 9.640558E-01 9.640558E-01
2.401575E-03 8.781959E+03 9.616050E-01 9.616050E-01
2.512293E-03 9.122476E+03 9.590954E-01 9.590954E-01
2.624395E-03 9.462122E+03 9.565317E-01 9.565317E-01
2.737759E-03 9.800392E+03 9.539182E-01 9.539182E-01
2.852272E-03 1.013684E+04 9.512590E-01 9.512590E-01
2.967832E-03 1.047107E+04 9.485580E-01 9.485580E-01
3.084346E-03 1.080275E+04 9.458189E-01 9.458189E-01
3.201733E-03 1.113157E+04 9.430452E-01 9.430452E-01
3.319916E-03 1.145727E+04 9.402400E-01 9.402400E-01
3.438828E-03 1.177964E+04 9.374066E-01 9.374066E-01
3.558409E-03 1.209846E+04 9.345476E-01 9.345476E-01
3.678604E-03 1.241359E+04 9.316655E-01 9.316655E-01
3.799362E-03 1.272488E+04 9.287627E-01 9.287627E-01
3.920640E-03 1.303220E+04 9.258416E-01 9.258416E-01
4.042396E-03 1.333546E+04 9.229040E-01 9.229040E-01
4.164594E-03 1.363458E+04 9.199519E-01 9.199519E-01
4.287202E-03 1.392948E+04 9.169870E-01 9.169870E-01
4.410188E-03 1.422012E+04 9.140108E-01 9.140108E-01
4.533525E-03 1.450644E+04 9.110249E-01 9.110249E-01
4.657189E-03 1.478842E+04 9.080308E-01 9.080308E-01
4.781157E-03 1.506601E+04 9.050288E-01 9.050288E-01
4.905409E-03 1.533922E+04 9.020211E-01 9.020211E-01
5.029925E-03 1.560804E+04 8.990086E-01 8.990086E-01
5.154688E-03 1.587246E+04 8.959919E-01 8.959919E-01
5.279682E-03 1.613251E+04 8.929731E-01 8.929731E-01
5.404893E-03 1.638822E+04 8.899532E-01 8.899532E-01
5.530308E-03 1.663954E+04 8.869317E-01 8.869317E-01
5.655915E-03 1.688654E+04 8.839100E-01 8.839100E-01
5.781702E-03 1.712911E+04 8.808863E-01 8.808863E-01
5.907658E-03 1.736701E+04 8.778540E-01 8.778540E-01
6.033775E-03 1.760105E+04 8.748339E-01 8.748339E-01
6.160044E-03 1.783081E+04 8.718152E-01 8.718152E-01
6.286456E-03 1.805633E+04 8.687985E-01 8.687985E-01
6.413003E-03 1.827763E+04 8.657839E-01 8.657839E-01
6.539680E-03 1.849479E+04 8.627734E-01 8.627734E-01
6.666479E-03 1.870775E+04 8.597647E-01 8.597647E-01
6.793394E-03 1.891671E+04 8.567621E-01 8.567621E-01
6.920420E-03 1.912163E+04 8.537643E-01 8.537643E-01
7.047552E-03 1.932252E+04 8.507709E-01 8.507709E-01
7.174784E-03 1.951949E+04 8.477839E-01 8.477839E-01
7.302113E-03 1.971264E+04 8.448046E-01 8.448046E-01
7.429533E-03 1.990164E+04 8.418255E-01 8.418255E-01
7.557042E-03 2.008702E+04 8.388571E-01 8.388571E-01
7.684635E-03 2.026881E+04 8.358996E-01 8.358996E-01
7.812309E-03 2.044670E+04 8.329456E-01 8.329456E-01
7.940061E-03 2.062044E+04 8.299895E-01 8.299895E-01
8.067888E-03 2.079054E+04 8.270415E-01 8.270415E-01
8.195788E-03 2.095708E+04 8.241021E-01 8.241021E-01
8.323756E-03 2.112002E+04 8.211699E-01 8.211699E-01
8.451792E-03 2.127929E+04 8.182431E-01 8.182431E-01
8.579892E-03 2.143592E+04 8.153404E-01 8.153404E-01
8.708055E-03 2.158826E+04 8.124297E-01 8.124297E-01
8.836279E-03 2.173709E+04 8.095254E-01 8.095254E-01
8.964561E-03 2.188256E+04 8.066298E-01 8.066298E-01
9.092900E-03 2.202449E+04 8.037387E-01 8.037387E-01
9.221295E-03 2.216236E+04 8.008423E-01 8.008423E-01
9.349743E-03 2.229765E+04 7.979669E-01 7.979669E-01
9.478244E-03 2.242966E+04 7.950989E-01 7.950989E-01
9.606796E-03 2.255927E+04 7.922531E-01 7.922531E-01
9.735397E-03 2.268494E+04 7.894020E-01 7.894020E-01
9.864047E-03 2.280652E+04 7.865426E-01 7.865426E-01
9.992745E-03 2.292666E+04 7.837198E-01 7.837198E-01
1.012149E-02 2.304198E+04 7.808753E-01 7.808753E-01
